"","id","host_is_superhost","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","price","cleaning_fee","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","reviews_per_month","Num.Cultural.Spaces"
"69",7618605,"f","Adams",47.6684599605579,-122.379515995222,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$175.00","$50.00",5,96,10,10,10,10,9,1.01,149
"70",10234558,"f","Adams",47.6706623229397,-122.378665922367,"Condominium","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer""}","$50.00","",0,NA,NA,NA,NA,NA,NA,NA,148
"71",7021702,"f","Adams",47.6726461804116,-122.389333027226,"Apartment","Private room",2,1,1,1,"Real Bed","{}","$60.00","",0,NA,NA,NA,NA,NA,NA,NA,130
"72",7680439,"f","Adams",47.6731753840976,-122.382259599362,"House","Private room",2,1,1,1,"Pull-out Sofa","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Pets live on this property"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$59.00","$12.00",16,93,10,10,10,10,10,3.29,144
"73",4258515,"f","Adams",47.6679330013661,-122.378652467621,"Apartment","Private room",4,1,1,4,"Real Bed","{TV,""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$47.00","$15.00",23,77,8,9,9,9,8,3.07,152
"74",1148517,"f","Adams",47.6729686448742,-122.397338182472,"House","Entire home/apt",4,1,2,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}","$145.00","$45.00",45,97,9,10,10,10,9,1.44,108
"75",2487892,"f","Adams",47.6686274194789,-122.389495925368,"House","Private room",2,1,1,1,"Futon","{Internet,""Wireless Internet"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",Shampoo}","$70.00","",75,94,9,10,10,10,10,3.46,133
"76",3038772,"f","Adams",47.6701113834718,-122.393869285677,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","$25.00",86,94,10,10,10,10,10,4.43,120
"77",699460,"t","Adams",47.6716905008821,-122.385239065174,"House","Private room",4,1,1,2,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$95.00","$30.00",151,97,10,10,10,10,10,3.85,136
"78",4085439,"f","Adams",47.6708361783208,-122.392537110711,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",""Pets live on this property"",Dog(s),""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$125.00","",6,92,10,10,10,10,8,0.38,123
"79",8053990,"f","Adams",47.6708867744599,-122.393029349937,"House","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}","$65.00","$45.00",16,94,10,10,10,10,10,3.75,120
"80",7011773,"f","Adams",47.6701149706679,-122.392994443058,"House","Private room",1,1,1,1,"Pull-out Sofa","{TV,Internet,""Wireless Internet"",Kitchen,Essentials}","$25.00","",0,NA,NA,NA,NA,NA,NA,NA,121
"81",2467550,"f","Adams",47.6743079321115,-122.37674229799,"House","Entire home/apt",4,1,0,2,"Real Bed","{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$40.00","$50.00",0,NA,NA,NA,NA,NA,NA,NA,152
"82",2686374,"f","Adams",47.6712503912534,-122.382639117557,"House","Entire home/apt",6,1,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$149.00","",165,95,10,10,10,10,9,7.84,141
"83",1956274,"t","Adams",47.6686920575291,-122.396089355553,"Apartment","Entire home/apt",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$125.00","$75.00",48,100,10,10,10,10,10,2.11,111
"84",8537192,"f","Adams",47.6718055242768,-122.388047117633,"House","Private room",2,0.5,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$55.00","",0,NA,NA,NA,NA,NA,NA,NA,134
"85",5919096,"t","Adams",47.671418402651,-122.385385358385,"Apartment","Entire home/apt",4,1,1,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$129.00","$75.00",2,100,10,10,10,10,10,0.26,137
"86",6516529,"f","Adams",47.6687489549085,-122.383869976282,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$100.00","",0,NA,NA,NA,NA,NA,NA,NA,143
"87",3294243,"t","Adams",47.6726817243013,-122.387730724379,"Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$150.00","",27,93,10,10,10,10,9,1.48,133
"88",10210971,"f","Adams",47.6696818453522,-122.390988470612,"Townhouse","Private room",1,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Heating,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$50.00","$10.00",0,NA,NA,NA,NA,NA,NA,NA,130
"89",3584790,"f","Adams",47.6750440375208,-122.382714917156,"Apartment","Entire home/apt",6,1,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$99.00","",0,NA,NA,NA,NA,NA,NA,NA,137
"90",1266459,"f","Adams",47.6679791689315,-122.382105449828,"Apartment","Entire home/apt",2,1.5,1,1,"Real Bed","{""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Washer,Dryer}","$150.00","$60.00",9,98,10,10,10,9,9,0.3,145
"91",9098059,"f","Adams",47.6732498496853,-122.387331651893,"Bungalow","Entire home/apt",4,1,1,3,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$105.00","",0,NA,NA,NA,NA,NA,NA,NA,133
"92",408526,"f","Adams",47.6755332683863,-122.376324014078,"House","Entire home/apt",7,4,3,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo}","$218.00","$300.00",0,NA,NA,NA,NA,NA,NA,NA,152
"93",4118282,"f","Adams",47.6757081142761,-122.387559425976,"House","Entire home/apt",5,1.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$80.00","$75.00",88,95,10,10,10,9,9,6.07,126
"94",6813483,"f","Adams",47.6747710270281,-122.385830491839,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Breakfast,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$126.00","$95.00",10,98,10,10,10,10,9,1.75,136
"95",6590264,"f","Adams",47.6698743191895,-122.38771744417,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$115.00","$50.00",5,96,10,10,10,9,10,0.82,134
"96",2650482,"f","Adams",47.6709757635429,-122.387825304299,"Apartment","Entire home/apt",4,2,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","$225.00","$75.00",10,98,10,10,10,10,9,0.64,134
"97",20927,"t","Adams",47.6733393882947,-122.395120282038,"Cabin","Entire home/apt",2,1,1,1,"Futon","{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",Shampoo}","$89.00","$10.00",244,97,9,10,10,10,10,3.64,110
"98",4395578,"f","Adams",47.6710048866387,-122.381381418044,"House","Entire home/apt",8,2.5,3,5,"Real Bed","{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials}","$225.00","$264.00",1,100,10,10,10,8,10,0.11,145
"99",4995903,"f","Adams",47.6717035305555,-122.376338101141,"House","Entire home/apt",1,1,0,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$50.00","",0,NA,NA,NA,NA,NA,NA,NA,152
"100",5549211,"t","Adams",47.6717599719188,-122.39002012191,"Apartment","Entire home/apt",4,1,1,2,"Real Bed","{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$134.00","$100.00",40,98,10,10,10,10,10,4.05,129
"101",8240758,"f","Adams",47.6748186724734,-122.387521231935,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$75.00","$100.00",2,80,10,10,10,10,9,0.62,130
"102",6856295,"f","Adams",47.6730040068033,-122.385004761091,"House","Private room",2,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",""Hot Tub"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$65.00","",46,97,10,10,10,10,10,6.87,135
"103",6881188,"f","Adams",47.6703945341616,-122.393897001397,"House","Entire home/apt",6,2.5,3,4,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$375.00","$100.00",23,96,10,10,10,10,9,3.75,118
"104",1579615,"t","Adams",47.6758215175845,-122.389710130629,"House","Entire home/apt",3,1,1,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher""}","$97.00","$45.00",44,98,10,10,10,10,10,1.55,119
"105",3766866,"t","Adams",47.672284462169,-122.38231353832,"Condominium","Entire home/apt",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$145.00","$45.00",14,97,10,10,10,10,9,0.82,143
"106",2406966,"t","Adams",47.6722723724429,-122.384132212841,"Apartment","Entire home/apt",5,1,2,4,"Real Bed","{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$129.00","$75.00",12,100,10,10,10,10,10,0.77,137
"107",4872699,"f","Adams",47.6757502447394,-122.376579929963,"House","Entire home/apt",6,1.5,3,4,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$197.00","$180.00",1,100,10,10,10,10,8,0.09,152
"108",5470629,"t","Adams",47.6726021249874,-122.388441491317,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer""}","$120.00","$60.00",25,99,10,10,10,10,10,3.39,132
"109",2950213,"t","Adams",47.6667667836704,-122.381242651873,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}","$200.00","",35,95,9,10,10,10,9,1.84,150
"110",9015088,"f","Adams",47.6755008417706,-122.388906313867,"Apartment","Entire home/apt",5,2,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$135.00","$50.00",5,100,10,10,10,10,10,3.95,119
"111",3979496,"t","Adams",47.6757576432651,-122.378798304877,"House","Private room",2,1,1,1,"Futon","{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$70.00","",31,95,10,10,10,10,10,1.89,148
"112",7501919,"f","Adams",47.667800586827,-122.388300162973,"Apartment","Entire home/apt",2,1,1,2,"Real Bed","{Internet,""Wireless Internet"",Kitchen,Gym,""Elevator in Building"",Heating,Washer,Dryer,Essentials}","$150.00","$30.00",7,97,10,10,10,10,9,1.37,136
"113",4732995,"f","Adams",47.6693712900944,-122.376287764675,"Apartment","Entire home/apt",3,1,1,1,"Real Bed","{TV,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$200.00","$50.00",4,95,9,10,10,10,10,0.83,156
"114",7134759,"f","Adams",47.6689608758033,-122.393876944633,"Townhouse","Private room",2,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$60.00","$55.00",16,98,10,10,10,10,10,3.87,121
"115",4532538,"f","Adams",47.671687705783,-122.392558589183,"House","Entire home/apt",5,3,3,5,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Shampoo}","$180.00","$150.00",1,100,10,10,10,10,10,1,119
"116",7534398,"f","Adams",47.6718099815906,-122.383437180538,"Apartment","Private room",3,1,1,1,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$69.00","",8,100,10,10,10,10,10,3.38,139
"117",9387189,"f","Adams",47.6650223298999,-122.38279676983,"Apartment","Entire home/apt",3,1,0,1,"Real Bed","{TV,""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$90.00","$25.00",1,100,10,10,10,10,10,1,148
"118",6337492,"f","Adams",47.6689892082273,-122.395145280933,"Apartment","Entire home/apt",2,1,1,1,"Real Bed","{}","$80.00","",5,92,8,9,10,10,10,0.65,119
"119",10231701,"f","Adams",47.6693543031396,-122.390347629333,"Townhouse","Private room",2,1.5,1,1,"Real Bed","{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}","$65.00","$25.00",0,NA,NA,NA,NA,NA,NA,NA,132
"120",1609922,"t","Adams",47.6716656787792,-122.377912326343,"House","Entire home/apt",5,1.5,2,2,"Real Bed","{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$150.00","$90.00",26,94,9,10,10,10,9,0.96,150
"121",4236723,"f","Adams",47.6705814220058,-122.382211161497,"House","Entire home/apt",6,1.5,2,3,"Real Bed","{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$195.00","",113,94,9,10,10,10,9,7.53,143
"122",7843837,"f","Adams",47.6721089641609,-122.383588548154,"Apartment","Entire home/apt",4,1,1,1,"Real Bed","{Internet,""Wireless Internet"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$149.00","",0,NA,NA,NA,NA,NA,NA,NA,139
